customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,total_claim_amount
6507,47367,97,4,11,4,863
24258,33334,89,35,22,2,538
14944,94316,68,11,52,2,326
2520,39377,64,7,53,1,307
2248,24910,63,7,63,1,347
12157,57449,103,6,28,2,494
3653,74126,90,14,76,1,478
5543,64255,70,7,36,8,193
10633,80046,132,4,42,4,260
17497,76817,73,9,94,2,350
6187,67428,88,17,25,6,633
5354,17099,69,13,28,9,331
32021,31433,100,5,23,2,635
5754,34847,73,26,24,7,525
4983,13340,83,22,0,5,736
9708,39930,86,22,64,2,412
4150,53787,104,20,77,1,666
5163,88692,64,29,26,5,253
4420,51318,68,0,93,5,546
2446,82225,61,24,27,1,292
5296,96510,73,33,44,3,152
7949,63688,99,28,93,6,475
5170,89284,133,4,62,1,402
14435,60880,119,25,89,2,109
13742,90343,175,11,68,3,833
16477,49825,70,14,27,2,336
20395,92850,104,3,28,2,499
5904,97413,73,21,80,6,268
4087,24123,104,7,61,1,748
13799,32689,127,20,31,2,609
10682,52965,134,6,77,4,83
10896,29365,137,14,78,7,657
7910,77577,199,14,37,1,35
8672,99250,125,8,61,3,600
5677,34472,77,13,57,9,369
10426,52342,66,28,28,2,316
13357,71883,124,13,1,2,696
19357,58904,68,20,66,2,326
7259,16367,94,2,99,9,515
24261,66525,100,0,86,2,104
5926,23091,96,28,90,5,460
6006,85510,74,19,68,4,355
4553,79550,124,1,43,1,714
8184,82680,68,8,86,2,326
7596,56225,97,10,95,3,465
5170,35334,65,29,31,4,468
8593,91276,105,14,4,4,504
10357,68309,131,10,67,9,306
29676,33992,194,15,46,2,931
4363,82448,63,13,49,7,302
4369,97321,110,35,46,1,74
10852,67696,97,11,51,2,17
6057,27681,83,13,62,9,398
2534,25163,67,32,18,1,321
3885,11825,105,3,92,1,504
8798,77026,110,9,82,3,472
4582,69085,113,35,14,1,472
10484,61108,89,22,93,2,49
2860,50332,72,2,11,1,345
2673,28728,67,8,10,1,321
2144,75267,61,34,35,1,292
2705,25148,83,15,85,1,398
2436,69286,65,6,84,1,149
4901,72859,61,6,5,9,49
4257,49853,109,17,47,1,679
15762,44362,66,25,75,2,142
8364,48582,110,7,40,5,528
6465,39130,92,9,24,3,662
7572,12876,107,18,90,3,425
4372,23124,112,31,59,1,537
8139,86876,68,9,3,2,118
10244,51228,94,23,34,2,451
5878,22061,74,25,25,8,355
4869,44934,61,9,60,4,357
4339,91761,109,33,20,1,779
12904,27778,109,30,14,2,523
5337,44034,86,19,93,5,619
5292,22680,70,13,8,3,336
2496,17048,73,13,33,1,350
6057,27681,83,13,62,9,398
12663,72109,105,31,34,2,504
3339,38821,87,14,64,1,488
3040,17442,83,30,44,1,989
2601,57231,65,35,37,1,305
9095,66828,128,5,76,8,921
7778,63786,196,30,81,1,798
5473,93870,69,1,96,8,331
4072,96443,102,1,17,1,489
13046,71024,65,26,96,2,266
3863,47199,100,3,65,1,480
4376,63774,111,18,63,1,60
19597,64559,62,31,90,2,107
7439,39611,108,2,94,5,518
7838,93812,69,9,12,2,2
2621,26477,66,18,37,1,144
8215,55538,110,10,32,7,601
2764,33837,72,3,54,1,305
21561,87457,110,11,59,2,792
4443,78952,121,7,69,1,644
10629,36495,133,14,97,3,229
5112,15131,67,14,13,9,321
2878,42522,85,33,69,1,612
4878,29950,61,0,76,4,292
5619,66620,70,13,75,7,336
2828,98680,72,27,38,1,345
2685,45754,69,34,88,1,333
10408,20228,101,3,43,2,523
5670,28406,72,16,35,4,192
2535,69259,63,3,30,1,362
7714,91515,106,3,90,8,763
7995,25239,100,30,59,7,150
7919,70661,70,13,18,2,336
10129,25349,68,34,31,2,326
22029,10973,121,27,58,2,580
9880,62326,122,8,53,8,96
32437,36842,99,15,85,2,475
2344,13545,74,13,42,1,532
2417,54475,65,16,90,1,468
4254,11904,61,34,11,3,292
43217,51504,220,30,99,2,2552
9185,73795,116,1,77,3,501
4235,60334,106,5,67,1,111
5746,22906,76,17,27,8,519
6701,18400,89,26,52,8,640
5038,72919,130,4,22,1,936
2433,93652,66,12,71,1,475
4908,48207,63,28,85,8,164
7835,55306,71,7,24,2,404
13864,11679,74,4,12,2,580
4650,28215,65,15,26,3,468
2907,51020,73,16,88,1,350
15663,31789,130,11,65,2,316
5770,12632,83,21,67,8,946
16355,29439,146,4,10,2,700
4875,10743,70,12,64,8,336
8879,52583,113,12,59,7,528
2690,87313,67,4,5,1,321
20496,81673,64,10,72,2,307
2685,20608,73,10,24,1,350
6699,71615,99,21,35,4,699
2962,71809,74,14,3,1,78
6185,21020,80,1,36,4,178
4349,75648,108,28,10,1,112
11472,62134,73,13,14,2,25
3423,99816,86,0,0,1,172
6745,26801,192,1,27,1,1921
2733,93558,67,19,5,1,478
2571,29697,66,0,58,1,316
8888,21509,81,24,24,2,413
5205,31275,66,26,0,3,316
7842,94263,98,33,78,3,112
3438,55910,86,4,3,1,324
4582,69085,113,10,14,1,472
26134,54567,111,1,72,2,673
11726,40564,97,0,36,2,85
7375,33345,65,32,52,2,338
2628,84498,65,18,83,1,255
17930,21708,68,24,77,2,326
5673,13480,82,13,87,7,445
4221,99645,62,12,68,3,614
15695,97750,65,15,51,2,303
3470,94885,86,18,10,1,170
9591,70589,128,23,27,6,150
9106,74143,114,1,61,6,547
5509,78879,69,9,67,4,466
7681,90043,63,12,21,2,203
8002,17723,107,3,65,3,513
7285,44788,61,6,48,2,386
22195,78965,183,3,78,2,145
2537,56621,65,27,36,1,84
2606,28519,66,1,56,1,456
7439,30590,108,2,94,5,518
4985,31702,63,13,3,7,302
7463,24599,64,12,50,2,42
5431,49345,69,10,12,7,251
9051,60964,113,21,16,4,327
3148,17447,83,16,75,1,544
8151,17148,114,9,27,5,820
7507,60920,64,10,61,2,231
10581,42513,133,0,44,3,628
4935,95765,61,14,80,3,352
8509,26057,74,3,63,2,523
4744,20698,68,21,72,5,248
3692,88669,105,28,69,1,756
8720,25752,73,28,85,2,378
2439,50876,61,13,60,1,171
4419,24046,116,27,47,1,556
4118,69379,103,14,79,1,494
2499,28082,64,9,63,1,578
4718,15680,64,20,29,8,260
14120,95715,119,0,52,2,148
7590,52348,65,33,18,2,312
5479,56005,68,31,30,3,326
2813,50397,70,34,77,1,350
4958,22842,65,20,53,9,468
12875,26121,119,12,51,2,754
2464,40982,62,6,88,1,106
18522,65903,66,4,98,2,316
4686,58089,118,9,83,1,566
4089,43177,103,34,74,1,420
13869,28432,118,1,59,2,612
6883,64600,86,22,30,3,168
6679,96370,91,3,94,5,655
3268,72439,93,9,35,1,549
2647,26441,66,32,20,1,210
2690,60060,67,24,12,1,320
8646,64125,108,3,44,3,369
8819,99845,110,23,25,8,528
8545,35456,109,14,58,6,505
3288,17860,99,6,0,1,656
13345,80277,112,6,40,2,36
8583,18017,114,23,54,9,547
2857,85300,73,8,39,1,319
3184,50989,80,3,11,1,255
12168,14973,115,2,75,2,828
5623,11612,71,20,92,5,340
7807,52162,99,1,63,4,251
11436,79614,135,12,84,2,980
6109,47454,85,25,24,6,612
2859,99981,71,2,22,1,204
3163,97266,79,29,84,1,546
16953,76797,71,22,2,2,234
8543,48259,117,0,6,4,561
7283,79055,186,32,24,1,177
2398,24182,66,12,32,1,316
8175,98439,80,25,80,2,384
3980,92539,101,2,61,1,707
20600,64541,86,16,43,2,256
5011,75248,63,13,71,5,104
3028,23155,94,27,52,1,483
6179,46042,86,7,96,8,412
8332,86079,79,22,72,2,379
4236,10559,61,21,13,3,292
5657,98917,139,18,21,1,336
3746,41479,94,14,38,1,19
10004,89060,94,7,4,2,807
3129,48056,78,15,92,1,374
2959,28140,85,23,5,1,612
2142,64517,65,3,71,1,686
4510,84300,111,13,0,1,202
8535,53223,72,9,0,2,299
2780,94943,69,3,22,1,387
13579,40059,193,30,38,7,1610
2372,25550,61,28,13,1,439
8047,29808,105,18,38,3,52
2552,50201,64,21,99,1,99
5308,82601,66,9,38,3,186
6966,41837,88,29,93,9,142
4860,41126,61,28,89,8,199
5635,19591,74,8,79,4,95
7294,83488,90,14,20,3,432
6872,78834,64,0,72,2,585
4250,61977,61,17,1,7,292
5294,33903,70,9,19,3,20
4306,26322,111,8,94,1,180
11785,90016,102,28,34,2,20
3921,62445,98,25,12,1,681
18892,63411,92,34,39,2,441
4465,61846,112,1,48,1,215
5895,78352,74,33,3,7,152
5973,41611,74,14,8,8,113
2472,76441,62,22,61,1,294
3728,96585,105,13,22,1,756
6553,28354,61,4,68,2,365
10865,69955,110,27,48,2,1066
4574,62847,63,7,5,6,453
17208,29734,63,12,86,2,649
9031,89798,122,15,47,9,650
2885,35654,72,17,19,1,515
2739,50567,92,26,11,1,657
2482,31093,64,1,22,1,274
4594,34193,63,11,10,3,139
2395,21986,63,1,9,1,333
4506,14985,116,32,45,1,571
3339,38821,87,14,64,1,488
14137,31794,119,12,16,2,571
10622,25634,67,12,53,2,144
10881,73268,137,30,35,3,41
23208,60233,116,29,63,2,481
2744,94648,69,19,64,1,331
5470,54507,138,20,11,1,702
2713,31535,70,27,46,1,90
5368,59601,67,28,2,6,321
4584,85245,115,6,96,1,556
15477,51675,196,11,86,5,940
4836,98573,69,12,89,8,632
8858,95282,80,6,28,2,81
2895,72014,72,24,58,1,188
4349,75648,108,28,10,1,112
5843,77498,74,17,10,5,249
3086,73938,76,34,48,1,53
2315,41198,73,14,39,1,350
5293,38521,134,15,71,1,557
9747,40644,92,7,89,2,514
2393,17314,70,15,10,1,425
7860,21726,104,20,79,8,697
7089,28121,90,16,0,4,432
2453,29735,69,3,92,1,331
5358,83771,133,26,18,1,482
7028,18120,63,34,90,2,302
7412,52497,63,22,46,2,302
14914,45963,63,3,73,2,302
16414,98615,112,11,9,2,682
2742,64519,69,6,29,1,331
5152,94363,68,7,31,7,326
3771,81158,103,25,16,1,685
2620,10237,72,31,97,1,253
3146,28089,82,11,72,1,411
10280,73661,128,34,47,3,404
3323,12762,86,10,14,1,412
6930,29318,198,29,96,1,1386
2909,88944,72,24,36,1,113
5528,93069,73,30,11,8,388
2619,78618,66,7,56,1,225
2888,65412,73,1,74,1,101
9043,97745,113,10,64,5,695
9452,91942,117,34,61,3,561
4717,20357,131,0,80,1,628
7573,87615,94,35,63,3,451
2399,19112,62,30,32,1,259
4526,82302,68,20,44,7,326
5154,55645,129,23,33,1,619
2795,85950,69,5,61,1,47
7434,28377,94,26,99,3,451
3549,36168,90,16,14,1,432
15265,58361,95,17,16,2,43
3230,62873,81,0,41,1,207
2294,55058,62,11,56,1,313
10103,46667,129,27,84,3,59
3848,42589,98,8,73,1,470
8783,16994,112,25,12,8,806
11533,85339,95,6,43,2,392
7433,55561,63,2,79,2,227
9033,30004,112,12,42,5,806
5495,25564,71,29,58,6,228
6810,56762,65,7,47,2,733
4178,62113,104,1,0,1,5
3839,82310,112,3,51,1,537
10677,45732,134,22,56,9,611
5923,36685,74,15,25,5,355
2644,90443,66,11,15,1,235
2376,94087,91,2,8,1,436
2432,55548,69,2,50,1,764
5973,96163,73,23,90,3,350
5318,25134,67,3,0,6,321
15725,67155,149,16,70,2,1072
5384,83689,70,21,10,8,307
2409,63284,67,7,72,1,482
4984,70551,70,25,48,9,336
25755,50584,81,3,60,2,388
5098,98246,97,20,9,7,609
5926,23091,96,28,90,5,460
17041,22249,64,7,88,2,455
2810,26790,71,4,41,1,340
2448,40658,61,24,79,1,38
5067,29095,127,2,80,1,664
3455,68401,88,14,14,1,242
15025,35158,76,14,27,2,165
2710,31998,69,31,70,1,331
6883,84869,85,5,65,4,408
3063,37185,95,14,57,1,456
7288,59414,91,23,21,3,340
4155,53533,62,8,20,7,446
27776,88220,230,28,63,2,151
8685,87544,109,28,92,3,523
3142,60108,78,0,63,1,507
6162,84818,89,4,24,4,941
3105,97234,78,13,39,1,317
2921,63499,73,21,79,1,278
36516,89771,114,5,83,2,432
13197,96723,68,19,2,2,326
2693,21905,74,22,3,1,355
8382,19683,117,17,41,9,561
2542,37072,64,1,1,1,307
25360,21442,108,16,83,2,518
7988,77330,99,0,21,3,99
4422,21124,112,3,37,1,733
8207,60641,110,16,17,5,686
10656,72540,88,7,3,2,631
23295,86481,65,9,69,2,189
8296,17517,111,3,59,9,672
19393,70503,164,11,11,2,41
21423,22379,65,9,31,2,312
4943,44762,62,14,11,6,114
5245,46061,65,23,95,3,21
18939,21911,67,10,34,2,705
26199,20346,74,13,57,2,358
28622,35442,239,10,20,2,1147
15055,83283,193,11,46,3,273
7247,63267,92,22,31,8,530
8044,71391,67,29,39,2,284
11315,11885,101,18,39,2,484
3979,42633,101,4,29,1,285
7366,30250,93,1,98,6,398
14014,39018,117,11,94,2,561
5552,35011,70,7,91,8,215
2321,96935,66,0,10,1,508
7779,90969,65,7,22,2,190
13027,76456,83,27,34,2,42
8634,25073,79,3,84,2,379
2707,80985,67,0,52,1,124
4048,18066,118,9,26,1,566
40235,77143,125,5,49,2,176
3771,18423,103,25,16,1,685
4479,18505,66,15,51,3,316
6613,44838,63,21,28,2,676
2899,65247,72,14,55,1,381
4814,27048,67,17,4,4,482
2897,75041,74,30,42,1,56
7507,60920,64,10,61,2,231
13749,82753,114,3,42,2,264
12741,73054,106,34,36,2,419
2803,60707,70,2,24,1,327
11599,67616,96,25,17,2,340
9101,48029,116,9,79,7,556
9955,99547,96,1,79,2,460
2783,42297,71,29,62,1,200
7614,35045,96,21,47,5,420
7034,23158,63,31,46,2,302
9901,81408,134,24,51,3,643
3360,74918,85,13,74,1,314
6005,13528,86,21,35,3,412
16301,19614,85,21,32,2,574
8271,62912,69,9,89,2,168
3681,17842,98,23,7,1,354
25805,22711,82,8,74,2,393
8810,76266,110,24,88,3,155
2224,67763,68,3,4,1,326
10593,94042,132,13,67,9,633
2754,25151,69,22,19,1,318
41787,46587,119,34,74,2,571
6185,28001,83,15,42,5,438
5565,74720,70,15,99,3,200
5189,82166,134,9,43,1,643
7890,76222,112,15,29,7,747
2886,10312,78,10,63,1,486
8332,99151,79,7,72,2,379
2471,95697,61,16,55,1,114
20864,84022,61,22,94,2,216
6721,36510,84,10,36,6,286
2661,24152,72,17,28,1,345
2337,18943,65,31,52,1,468
4819,74730,61,18,84,6,421
7284,44605,91,35,45,7,436
8434,44216,71,24,36,2,72
8640,33402,109,7,66,4,71
5881,86812,73,1,11,3,45
2810,26790,71,4,41,1,340
2859,98879,73,14,33,1,108
18939,21911,67,16,34,2,705
24338,73692,67,1,10,2,24
3075,65017,81,8,16,1,301
6165,36143,88,12,54,6,653
17738,65348,110,35,58,2,134
7298,74069,63,33,81,2,275
3649,19013,95,1,58,1,456
7451,49866,107,6,63,8,770
5143,39268,66,30,96,9,188
5609,44705,71,21,63,6,148
2840,72486,80,3,99,1,962
8807,26864,78,18,12,2,374
9552,97732,79,0,70,2,289
9032,41652,82,24,21,2,157
8738,91890,107,30,28,7,156
11064,29484,93,19,51,2,446
16473,22828,106,11,54,2,508
7281,76066,103,12,43,3,494
7863,11997,72,9,28,2,732
2969,46131,74,27,28,1,355
22235,80355,187,24,92,2,897
2476,54831,61,7,45,1,136
2872,79681,73,20,93,1,9
5167,30376,66,26,16,6,316
11315,11885,101,18,39,2,484
8414,72258,105,8,50,4,12
11955,71587,99,1,74,2,133
32677,39393,121,11,61,2,491
3589,30944,92,27,46,1,348
7377,64788,69,16,42,2,331
4358,54346,118,18,91,1,101
4636,26802,66,7,43,5,316
16699,81400,104,6,19,2,499
12743,99583,64,35,85,2,99
20096,92766,71,17,15,2,379
5384,30514,72,3,87,6,154
13891,70725,70,2,0,2,336
4938,76283,61,9,99,6,292
6827,48404,103,2,75,6,2
2273,14410,73,14,1,1,801
13226,76697,190,20,78,4,1398
2435,13149,72,28,64,1,345
2514,43860,65,15,58,1,156
27440,84306,137,16,37,2,863
11072,58971,94,12,75,2,318
5426,23105,69,15,21,3,331
10377,14586,95,1,69,2,579
14195,86355,118,0,86,2,285
6431,21238,95,11,38,4,456
2319,14660,61,14,97,1,396
2915,83218,72,6,42,1,245
3457,57009,91,13,89,1,245
8598,38113,73,4,34,2,203
16531,75526,103,26,68,2,494
6218,51944,156,12,96,1,748
19079,42754,65,5,56,2,279
10248,52693,129,1,0,5,619
10003,98192,84,2,64,2,403
6521,72608,82,26,19,8,393
5261,38466,68,18,5,8,204
9114,85942,116,16,36,5,79
25807,71210,214,8,89,2,1027
5004,33566,63,25,56,4,205
15558,62922,194,26,80,7,1121
5600,68665,69,33,67,7,331
7772,74755,195,10,10,1,1404
16985,22497,212,15,71,7,1017
5107,35625,65,29,56,3,288
3176,35551,81,33,52,1,565
5284,61542,67,33,83,6,321
29577,87656,106,34,13,2,763
4774,31585,70,20,81,9,336
7427,28848,96,22,54,7,450
6273,20836,79,25,2,9,193
2382,68078,65,8,50,1,312
11003,22926,93,1,99,2,479
4624,28264,61,22,12,6,167
7131,46366,103,29,58,3,741
8133,32021,70,12,58,2,336
2712,39618,68,0,55,1,326
7703,36765,66,15,32,2,320
2957,94362,74,21,96,1,195
6601,61798,194,22,79,1,2306
8409,33397,106,31,15,5,508
16936,39411,217,4,29,4,1122
3449,25236,89,2,26,1,427
4884,21766,62,29,65,3,179
12780,33514,105,33,2,2,265
13736,16181,181,22,79,8,1261
5876,97026,73,30,66,3,97
23981,84365,66,14,42,2,316
7804,70833,193,15,33,1,926
5999,26303,165,16,47,1,956
7444,56047,92,26,29,5,82
2560,30027,65,13,10,1,312
2747,83502,68,25,36,1,368
8146,92777,68,21,83,2,158
7356,33089,61,10,61,2,292
4112,25030,113,16,97,1,542
6418,84439,63,30,34,2,556
8502,12843,111,6,47,3,1143
13057,48804,112,1,4,2,537
7591,16954,105,0,16,4,504
2652,71529,73,2,35,1,490
15512,54833,198,22,92,3,1396
5075,23082,65,18,90,7,312
13197,23278,68,19,2,2,326
9220,48528,136,13,28,4,979
5007,51523,62,8,0,3,297
4974,48139,63,9,41,9,329
2628,99961,66,6,54,1,316
5555,74015,72,12,61,6,471
5285,65096,67,16,81,8,321
5376,30039,70,21,52,9,498
2395,21986,63,1,9,1,333
2721,22885,73,21,46,1,386
9470,36121,118,7,91,4,1107
16355,29439,146,16,10,2,700
2489,87651,74,3,64,1,532
4463,35541,62,15,95,6,567
3839,70146,96,28,65,1,157
2748,55964,69,20,0,1,496
3157,58248,80,17,1,1,134
4781,30361,119,28,48,1,373
5246,28909,66,15,66,8,456
8391,40211,106,5,98,6,710
3567,98498,102,22,11,1,660
9655,96520,100,30,4,2,720
5123,93974,74,1,62,7,772
2858,40706,71,30,96,1,166
25390,19359,129,0,62,2,928
10083,11828,90,18,84,2,571
16265,85322,134,32,55,2,735
4772,20993,133,35,90,1,638
4759,83128,81,10,80,3,388
5039,56267,74,3,10,4,355
8131,93715,102,9,43,4,254
7390,30449,92,23,47,3,501
8940,95351,111,31,74,5,406
8430,22982,74,20,3,2,47
4583,22728,116,28,81,1,556
5020,67890,63,23,26,3,174
13295,68009,110,1,2,2,528
8960,71943,112,8,51,4,305
2333,25772,64,13,52,1,307
5017,91804,62,18,32,9,388
4834,38713,66,31,69,6,316
8276,22277,82,29,92,2,590
8732,51205,72,4,52,2,185
35227,23031,148,26,76,2,710
24709,24213,78,11,28,2,374
4899,65953,63,21,78,7,302
7121,73510,96,28,62,4,460
10656,72540,88,7,3,2,631
5426,90653,71,33,83,3,407
2521,19637,67,34,30,1,333
6625,59844,88,2,43,3,539
5185,99428,64,16,25,5,48
9415,41181,133,4,58,3,1361
7983,36014,69,4,40,2,173
4312,25404,112,16,4,1,578
2957,83318,73,21,42,1,211
3732,84376,106,2,50,1,879
9566,53375,79,20,92,2,127
5640,41396,70,7,7,3,336
3719,40968,97,29,53,1,465
2618,39904,74,2,51,1,470
9048,10195,119,9,8,3,571
5073,57709,125,10,26,1,600
7805,21073,106,25,54,3,508
8408,82800,70,12,94,2,442
3358,77309,83,22,6,1,596
5095,69461,64,7,61,6,101
11124,42596,96,8,82,2,42
6042,27105,83,12,21,5,904
5470,24910,69,12,79,3,746
6519,38795,82,30,41,3,393
11469,10384,151,5,72,5,914
5182,23338,135,2,41,1,939
3528,31278,92,24,95,1,441
26338,60970,110,20,10,2,94
20314,42218,180,15,38,2,212
3679,60804,92,16,50,1,213
7771,21876,68,12,28,2,465
14566,52564,122,33,28,2,42
8277,45257,103,33,90,4,494
13552,89498,62,19,3,2,446
2971,83873,76,5,36,1,218
3240,30646,81,26,26,1,128
6282,42314,80,23,78,3,56
5580,25180,70,21,44,9,235
3494,35001,96,18,87,1,460
5492,74271,136,1,79,1,174
7341,27649,63,3,63,2,302
17530,88107,97,27,96,2,469
42937,64937,122,27,43,2,328
8663,67763,107,28,10,9,41
4916,21907,62,6,47,3,2
3528,31278,92,24,95,1,441
3508,20978,98,19,96,1,1176
7908,94303,65,16,9,2,149
8414,59828,104,25,49,8,499
5715,84183,72,29,86,4,255
2374,32902,64,2,52,1,380
2980,72669,74,29,39,1,332
5457,50044,139,16,14,1,667
2288,93000,63,11,30,1,344
6671,28353,183,5,81,1,1317
11308,55511,66,4,83,2,316
14566,52564,122,33,28,2,42
3330,45944,83,20,4,1,182
8593,91276,105,24,4,4,504
5162,79317,73,21,87,4,809
19685,51524,244,6,30,3,1171
15762,39032,198,31,15,7,950
9587,39266,80,22,31,2,384
5272,37222,80,9,69,7,576
12767,28063,189,28,90,5,2201
34611,20090,109,10,59,2,523
4874,92783,61,1,47,6,6
26200,68507,110,5,29,2,140
10963,55687,276,33,91,1,1324
3094,20954,78,15,27,1,534
2450,82695,62,10,39,1,217
7901,11112,113,35,83,5,1258
9880,36576,125,11,73,3,113
5568,53997,69,26,3,3,345
2520,56228,65,4,79,1,276
7949,63688,99,28,93,6,475
4686,58089,118,31,83,1,566
2863,41077,71,3,14,1,82
17816,60192,220,17,87,7,1056
29589,82762,108,29,74,2,777
12341,72503,106,29,99,2,295
2590,18746,68,21,93,1,326
4200,20263,63,31,2,7,373
5089,62474,63,20,63,5,112
4785,37971,68,16,12,7,199
5686,63143,71,31,85,3,340
14070,79739,127,0,71,2,677
27937,13624,117,4,11,2,561
3674,84814,90,25,60,1,512
9102,26049,118,17,6,6,121
30104,83175,94,15,7,2,848
5780,51066,74,23,0,8,787
4920,21366,63,20,47,3,302
16068,70140,199,25,15,7,955
5489,50943,139,18,14,1,667
5714,23726,74,1,83,9,355
3011,77912,76,5,40,1,444
2659,52360,87,4,4,1,420
21569,23909,119,21,86,2,571
3978,39101,99,34,24,1,167
2619,26094,67,16,84,1,2
2599,45181,65,21,68,1,312
2938,96765,72,28,61,1,216
5670,83086,71,1,43,3,320
2996,51199,74,19,52,1,355
8658,62464,109,23,45,4,400
11790,25251,66,13,43,2,316
8229,60676,109,5,63,3,298
3090,30949,90,7,79,1,648
5060,49669,138,23,76,1,570
5039,82940,63,12,56,3,332
2523,16244,68,25,85,1,623
12692,40117,108,6,55,2,750
7599,52113,97,14,85,6,465
2554,22538,64,6,67,1,423
5295,50200,135,23,98,1,637
5595,74454,71,14,29,3,340
3939,60021,99,12,28,1,882
5096,27940,65,21,3,4,27
2839,33252,71,20,4,1,407
2640,77299,66,11,71,1,151
5365,62808,66,33,37,4,211
4655,30383,119,32,25,1,803
5457,50044,139,16,14,1,667
35900,25285,114,12,84,2,547
16909,65620,213,16,0,4,766
6807,32787,86,3,86,7,568
6689,56980,84,4,70,7,599
6837,51859,171,0,21,1,1003
2248,24910,63,7,63,1,347
2179,93103,63,23,90,1,544
8007,16984,112,12,93,3,537
12275,52135,156,6,86,9,430
16261,60646,134,31,42,2,643
9521,27769,121,24,78,6,123
13438,69693,112,34,62,2,537
29037,89085,113,0,16,2,542
10209,43736,128,0,88,3,614
4860,39429,62,12,6,9,102
20700,30818,64,9,17,2,460
8663,42169,83,18,90,2,398
2325,61905,63,6,75,1,302
4762,16656,63,11,53,9,302
8295,73556,104,31,4,9,497
4260,47746,106,9,4,1,246
5391,21440,135,7,19,1,972
22647,27504,91,26,45,2,436
9155,63931,127,3,93,3,804
2392,98626,65,11,62,1,361
7764,58419,191,29,6,1,202
6333,71737,79,7,79,4,338
21423,45408,65,9,31,2,312
4566,78167,66,27,28,3,475
7756,97592,65,10,7,2,312
7200,54465,66,16,77,2,316
5528,36088,72,16,31,9,345
22758,80540,63,27,74,2,65
6191,11138,199,4,29,1,955
8029,96869,101,25,97,3,628
7596,59847,192,28,62,1,921
7507,60920,64,10,61,2,231
4678,83102,116,15,35,1,443
7589,42303,69,30,97,2,331
5746,61990,72,21,47,9,48
5418,43054,68,5,41,4,326
8500,79153,106,12,5,7,508
5116,95427,65,2,85,5,442
5000,43723,66,31,61,7,316
4307,73345,107,7,62,1,513
5380,55350,67,0,13,9,321
7627,36084,99,3,9,7,152
9817,93119,139,9,22,6,1000
2626,41990,66,23,19,1,316
2360,45719,65,14,5,1,468
9080,33897,114,15,67,8,539
3792,97212,93,28,61,1,360
13110,73597,114,5,8,2,485
4818,73858,71,26,80,9,511
4571,79453,115,11,47,1,242
2319,86285,64,31,53,1,632
9264,55837,117,16,35,9,741
5557,83576,69,35,72,5,331
6366,44368,80,5,72,3,384
6889,67722,63,6,12,2,302
2659,64987,66,17,90,1,182
10978,68158,139,28,87,4,253
18569,32756,93,18,67,2,381
5137,78460,64,3,93,4,203
6265,89734,84,18,25,4,481
5285,65096,67,3,81,8,321
8169,40803,71,8,19,2,122
3452,65773,89,24,35,1,245
5069,50363,63,24,40,8,12
5504,70299,73,18,45,5,350
5500,44019,138,5,60,1,165
13021,80557,223,26,40,7,1605
7892,29215,67,7,15,2,327
5028,17744,67,21,85,8,80
14428,70547,68,2,82,2,326
7714,13154,102,0,42,4,489
2742,32437,69,25,96,1,331
2435,64341,61,4,81,1,79
2736,78889,68,0,84,1,51
12741,73054,106,34,36,2,419
5288,28884,72,27,9,3,518
2541,86069,71,12,37,1,511
2824,48008,73,33,55,1,137
2745,45191,69,18,34,1,330
10089,63657,128,1,26,7,614
12269,60774,154,13,7,5,739
3105,97234,78,13,39,1,317
5159,44072,74,2,42,9,831
6408,49988,84,6,37,5,566
2810,26790,71,4,41,1,340
8323,97245,70,29,29,2,4
7868,24887,68,33,6,2,326
5504,22012,73,18,45,5,350
9095,37937,116,11,42,5,556
3203,68370,80,0,45,1,244
3241,33701,88,14,22,1,460
3969,49544,101,3,29,1,0
14895,48081,188,31,12,5,881
11624,94092,113,32,66,2,813
3402,57428,85,34,40,1,414
2646,23170,71,21,67,1,340
4637,31047,68,7,81,3,352
2831,70037,70,6,61,1,409
2758,65794,69,10,14,1,277
10928,74965,90,20,93,2,58
7736,14255,112,6,37,7,78
8439,22454,110,5,75,3,556
7437,86863,92,27,26,3,441
8114,30595,69,22,36,2,446
9875,29598,87,2,70,2,150
9414,20455,84,14,40,2,564
12556,88768,70,34,10,2,504
5463,44305,67,33,39,9,214
7764,58419,191,17,6,1,202
4726,13037,124,28,49,1,839
4903,22700,66,19,29,8,469
4212,10097,110,17,69,1,218
15272,40571,100,19,56,2,361
3139,31177,79,7,28,1,905
4297,66331,107,0,74,1,513
2276,55203,69,34,13,1,624
15487,69161,129,24,50,2,441
4801,18107,62,29,11,8,297
6689,56980,84,33,70,7,599
2731,43386,68,13,79,1,315
3527,59496,88,22,64,1,189
15512,54833,198,22,92,3,1396
8836,63909,112,24,50,8,206
11797,91469,100,11,89,2,418
16589,59414,140,34,56,2,65
7409,80415,62,24,15,2,281
5338,48696,66,21,31,6,48
7840,58414,210,7,24,1,1008
4767,36680,72,2,12,9,345
